result_id;user_id;user_level;word_id;word_level;frequency;timestamp;is_correct;time_spent;attempt_number;days_since_last_seen;level_gap;is_hard_word;is_slow_response;is_rare_word;forgetting_risk;user_performance_score
R06897;U045;A2;W1212;A2;high;2024-04-14;True;1.49;3;7;0;0;0;0;0;0.6
R08212;U045;A2;W1988;C1;high;2024-04-15;False;15.28;1;0;3;1;1;0;0;0.6
R03736;U045;A2;W0511;C2;high;2024-04-17;False;18.06;1;0;4;1;1;0;0;0.5
R04927;U045;A2;W0511;C2;high;2024-04-20;False;16.41;2;3;4;1;1;0;0;0.4
R08625;U045;A2;W0954;C1;low;2024-04-21;False;13.81;1;0;3;1;1;1;0;0.3
R09455;U045;A2;W1161;A1;medium;2024-04-25;True;2.92;1;0;-1;0;0;0;0;0.4
R08148;U045;A2;W0511;C2;high;2024-04-27;True;14.05;3;7;4;1;1;0;0;0.4
R09356;U045;A2;W0484;B1;low;2024-04-27;True;8.24;1;0;1;1;0;1;0;0.4
R06439;U045;A2;W0229;C2;low;2024-04-30;False;17.99;1;0;4;1;1;1;0;0.4
R03994;U046;A2;W0387;A1;high;2024-01-03;False;8.7;1;0;-1;0;0;0;0;0.0
R05780;U046;A2;W0322;B2;high;2024-01-05;False;17.4;1;0;2;1;1;0;0;0.0
R04258;U046;A2;W0937;B2;low;2024-01-10;False;10.01;1;0;2;1;0;1;0;0.0
R07796;U046;A2;W0937;B2;low;2024-01-13;True;10.16;2;3;2;1;0;1;0;0.25
R00025;U046;A2;W0194;B2;low;2024-01-14;True;8.11;1;0;2;1;0;1;0;0.4
R02314;U046;A2;W0700;A1;high;2024-01-14;False;9.59;1;0;-1;0;0;0;0;0.3333333333333333
R00412;U046;A2;W0194;B2;low;2024-01-15;False;13.0;2;1;2;1;1;1;0;0.2857142857142857
R03111;U046;A2;W0924;C2;high;2024-01-15;False;15.13;1;0;4;1;1;0;0;0.25
R08250;U046;A2;W0365;C2;medium;2024-01-19;False;18.44;1;0;4;1;1;0;0;0.2222222222222222
R00479;U046;A2;W0194;B2;low;2024-01-20;False;11.82;3;5;2;1;0;1;0;0.2
R08055;U046;A2;W0937;B2;low;2024-01-20;True;8.51;3;7;2;1;0;1;0;0.3
R08627;U046;A2;W0233;A1;high;2024-01-20;True;2.81;1;0;-1;0;0;0;0;0.4
R09710;U046;A2;W0365;C2;medium;2024-01-21;False;19.68;2;2;4;1;1;0;0;0.4
R01673;U046;A2;W0087;C1;low;2024-01-22;False;16.53;1;0;3;1;1;1;0;0.3
R09733;U046;A2;W0915;A1;medium;2024-01-22;True;3.03;1;0;-1;0;0;0;0;0.3
R02419;U046;A2;W1743;C1;medium;2024-01-24;True;12.29;1;0;3;1;1;0;0;0.4
R07557;U046;A2;W1439;C1;high;2024-01-24;False;16.94;1;0;3;1;1;0;0;0.4
R02940;U046;A2;W0087;C1;low;2024-01-25;True;8.43;2;3;3;1;0;1;0;0.5
R09754;U046;A2;W0334;B2;high;2024-01-31;False;13.33;1;0;2;1;1;0;0;0.5
R04783;U046;A2;W0234;A2;high;2024-02-01;True;3.54;1;0;0;0;0;0;0;0.6
R05589;U046;A2;W0959;A1;medium;2024-02-01;True;4.58;1;0;-1;0;0;0;0;0.6
R05885;U046;A2;W0087;C1;low;2024-02-01;False;17.44;3;7;3;1;1;1;0;0.5
R07285;U046;A2;W0874;B1;low;2024-02-01;True;7.8;1;0;1;1;0;1;0;0.6
R07087;U046;A2;W0194;B2;low;2024-02-02;False;13.09;4;13;2;1;1;1;1;0.6
R00939;U046;A2;W1382;A2;medium;2024-02-03;False;11.14;1;0;0;0;0;0;0;0.5
R05406;U046;A2;W0876;C1;high;2024-02-04;False;15.93;1;0;3;1;1;0;0;0.4
R01157;U046;A2;W1382;A2;medium;2024-02-05;True;5.69;2;2;0;0;0;0;0;0.5
R01985;U046;A2;W1382;A2;medium;2024-02-10;False;8.24;3;5;0;0;0;0;0;0.4
R02328;U046;A2;W0213;B2;medium;2024-02-14;False;9.55;1;0;2;1;0;0;0;0.4
R03380;U046;A2;W0399;C1;low;2024-02-14;False;13.81;1;0;3;1;1;1;0;0.3
R08492;U046;A2;W0399;C1;low;2024-02-15;False;14.77;2;1;3;1;1;1;0;0.2
R02555;U046;A2;W0213;B2;medium;2024-02-16;True;6.58;2;2;2;1;0;0;0;0.3
R02026;U046;A2;W0737;B2;medium;2024-02-17;False;10.62;1;0;2;1;0;0;0;0.2
R08043;U046;A2;W0204;A1;low;2024-02-17;True;4.22;1;0;-1;0;0;1;0;0.3
R08052;U046;A2;W0737;B2;medium;2024-02-18;True;9.54;2;1;2;1;0;0;0;0.4
R00458;U046;A2;W0049;B1;high;2024-02-22;True;9.29;1;0;1;1;0;0;0;0.5
R05499;U046;A2;W0883;B2;high;2024-02-22;True;9.75;1;0;2;1;0;0;0;0.5
R00982;U046;A2;W0049;B1;high;2024-02-23;True;7.04;2;1;1;1;0;0;0;0.6
R03460;U046;A2;W0493;A2;medium;2024-02-23;True;6.37;1;0;0;0;0;0;0;0.7
R03693;U046;A2;W1791;B2;high;2024-02-23;True;12.1;1;0;2;1;1;0;0;0.8
R05585;U046;A2;W0883;B2;high;2024-02-23;False;12.23;2;1;2;1;1;0;0;0.8
R04792;U046;A2;W1019;B2;medium;2024-02-24;False;15.87;1;0;2;1;1;0;0;0.7
R09795;U046;A2;W0737;B2;medium;2024-02-25;False;12.99;3;7;2;1;1;0;0;0.7
R06385;U046;A2;W1791;B2;high;2024-02-26;False;10.71;2;3;2;1;0;0;0;0.6
R09669;U046;A2;W0429;B1;high;2024-02-26;False;10.6;1;0;1;1;0;0;0;0.5
R07128;U046;A2;W1352;B1;high;2024-02-27;True;7.68;1;0;1;1;0;0;0;0.5
R00127;U046;A2;W1643;B2;high;2024-02-28;False;15.49;1;0;2;1;1;0;0;0.4
R07331;U046;A2;W1352;B1;high;2024-02-28;True;8.99;2;1;1;1;0;0;0;0.4
R06163;U046;A2;W1643;B2;high;2024-03-01;False;9.14;2;2;2;1;0;0;0;0.3
R08880;U046;A2;W0904;B2;high;2024-03-02;False;8.32;1;0;2;1;0;0;0;0.2
R01622;U046;A2;W0644;C2;high;2024-03-04;False;18.81;1;0;4;1;1;0;0;0.2
R09039;U046;A2;W1352;B1;high;2024-03-04;False;9.99;3;5;1;1;0;0;0;0.2
R02087;U046;A2;W0136;C1;high;2024-03-05;False;18.13;1;0;3;1;1;0;0;0.2
R02592;U046;A2;W0644;C2;high;2024-03-06;False;15.8;2;2;4;1;1;0;0;0.2
R08957;U046;A2;W0242;B1;high;2024-03-06;False;13.86;1;0;1;1;1;0;0;0.2
R09422;U046;A2;W0083;B2;low;2024-03-07;False;9.78;1;0;2;1;0;1;0;0.1
R08713;U046;A2;W1404;C1;high;2024-03-11;False;13.54;1;0;3;1;1;0;0;0.1
R02682;U046;A2;W0714;B2;medium;2024-03-16;False;11.94;1;0;2;1;0;0;0;0.0
R07299;U046;A2;W0714;B2;medium;2024-03-17;True;10.22;2;1;2;1;0;0;0;0.1
R07317;U046;A2;W1369;C1;medium;2024-03-20;False;16.89;1;0;3;1;1;0;0;0.1
R06567;U046;A2;W0055;A1;medium;2024-03-24;True;3.09;1;0;-1;0;0;0;0;0.2
R03430;U046;A2;W1056;C2;medium;2024-03-30;False;15.42;1;0;4;1;1;0;0;0.2
R09163;U046;A2;W0305;A1;high;2024-04-01;True;4.45;1;0;-1;0;0;0;0;0.3
R05107;U046;A2;W1120;B2;high;2024-04-02;False;12.29;1;0;2;1;1;0;0;0.3
R05647;U046;A2;W0731;A2;high;2024-04-08;True;4.69;1;0;0;0;0;0;0;0.4
R06695;U046;A2;W0274;A1;high;2024-04-08;True;5.46;1;0;-1;0;0;0;0;0.5
R07005;U046;A2;W0731;A2;high;2024-04-10;False;9.09;2;2;0;0;0;0;0;0.5
R05253;U046;A2;W1045;A2;high;2024-04-11;True;3.98;1;0;0;0;0;0;0;0.6
R06888;U046;A2;W1810;C1;medium;2024-04-12;True;12.78;1;0;3;1;1;0;0;0.6
R09282;U046;A2;W1023;B2;low;2024-04-12;False;13.61;1;0;2;1;1;1;0;0.6
R05278;U046;A2;W1045;A2;high;2024-04-13;False;8.27;2;2;0;0;0;0;0;0.5
R08786;U046;A2;W0060;B2;medium;2024-04-15;False;14.68;1;0;2;1;1;0;0;0.5
R08510;U046;A2;W0183;A1;high;2024-04-16;True;5.58;1;0;-1;0;0;0;0;0.5
R09344;U046;A2;W1153;C1;high;2024-04-16;False;14.79;1;0;3;1;1;0;0;0.5
R08723;U046;A2;W0183;A1;high;2024-04-19;True;5.72;2;3;-1;0;0;0;0;0.5
R04481;U046;A2;W1042;C1;low;2024-04-21;False;14.68;1;0;3;1;1;1;0;0.4
R05207;U046;A2;W1042;C1;low;2024-04-22;False;13.71;2;1;3;1;1;1;0;0.4
R01210;U046;A2;W0026;C2;high;2024-04-23;False;13.3;1;0;4;1;1;0;0;0.3
R02490;U046;A2;W0200;B2;high;2024-04-25;True;10.07;1;0;2;1;0;0;0;0.3
R04494;U046;A2;W0026;C2;high;2024-04-26;True;14.64;2;3;4;1;1;0;0;0.4
R00903;U046;A2;W1866;B1;low;2024-04-27;True;6.58;1;0;1;1;0;1;0;0.5
R01702;U046;A2;W1866;B1;low;2024-04-28;True;5.75;2;1;1;1;0;1;0;0.6
R05754;U046;A2;W1102;C1;high;2024-04-28;False;13.63;1;0;3;1;1;0;0;0.5
R06734;U046;A2;W0200;B2;high;2024-04-28;False;12.76;2;3;2;1;1;0;0;0.5
R03853;U046;A2;W0725;A2;high;2024-04-30;False;8.97;1;0;0;0;0;0;0;0.4
R04271;U046;A2;W0725;A2;high;2024-05-03;False;10.58;2;3;0;0;0;0;0;0.4
R06322;U046;A2;W1866;B1;low;2024-05-03;False;11.66;3;5;1;1;0;1;0;0.4
R01173;U047;C2;W0246;A2;low;2024-01-03;False;8.81;1;0;-4;0;0;1;0;0.0
R03037;U047;C2;W0322;B2;high;2024-01-03;True;4.69;1;0;-2;0;0;0;0;0.5
R01180;U047;C2;W0246;A2;low;2024-01-05;True;5.4;2;2;-4;0;0;1;0;0.6666666666666666
R03141;U047;C2;W0322;B2;high;2024-01-05;True;2.06;2;2;-2;0;0;0;0;0.75
R08405;U047;C2;W0571;C1;high;2024-01-05;False;11.1;1;0;-1;0;0;0;0;0.6
R09476;U047;C2;W0425;C1;medium;2024-01-07;True;6.89;1;0;-1;0;0;0;0;0.6666666666666666
R08312;U047;C2;W1115;B2;medium;2024-01-09;True;5.15;1;0;-2;0;0;0;0;0.7142857142857143
R07507;U047;C2;W0975;A1;high;2024-01-11;True;5.43;1;0;-5;0;0;0;0;0.75
R01346;U047;C2;W0246;A2;low;2024-01-12;True;2.15;3;7;-4;0;0;1;0;0.7777777777777778
R06823;U047;C2;W1865;C1;medium;2024-01-14;True;3.26;1;0;-1;0;0;0;0;0.8
R02829;U047;C2;W0246;A2;low;2024-01-23;True;6.37;4;11;-4;0;0;1;1;0.9
R03637;U047;C2;W1190;A1;high;2024-01-23;False;7.69;1;0;-5;0;0;0;0;0.8
R04740;U047;C2;W1190;A1;high;2024-01-26;True;5.93;2;3;-5;0;0;0;0;0.8
R04968;U047;C2;W1859;A1;medium;2024-01-28;True;6.62;1;0;-5;0;0;0;0;0.8
R05640;U047;C2;W0566;B2;low;2024-01-30;True;3.49;1;0;-2;0;0;1;0;0.9
R07785;U047;C2;W0861;C2;medium;2024-01-30;True;4.18;1;0;0;0;0;0;0;0.9
R05653;U047;C2;W1190;A1;high;2024-02-02;True;7.42;3;7;-5;0;0;0;0;0.9
R07933;U047;C2;W0753;C1;medium;2024-02-02;True;5.25;1;0;-1;0;0;0;0;0.9
R05603;U047;C2;W0009;C1;high;2024-02-03;False;9.81;1;0;-1;0;0;0;0;0.8
R09013;U047;C2;W0753;C1;medium;2024-02-04;True;6.47;2;2;-1;0;0;0;0;0.8
R00633;U047;C2;W0905;A1;high;2024-02-05;True;3.5;1;0;-5;0;0;0;0;0.8
R02078;U047;C2;W0905;A1;high;2024-02-06;True;5.24;2;1;-5;0;0;0;0;0.9
R08267;U047;C2;W0009;C1;high;2024-02-06;True;3.63;2;3;-1;0;0;0;0;0.9
R09221;U047;C2;W1199;A2;low;2024-02-06;True;6.63;1;0;-4;0;0;1;0;0.9
R05123;U047;C2;W0211;C1;high;2024-02-08;False;7.05;1;0;-1;0;0;0;0;0.8
R09554;U047;C2;W0113;B2;medium;2024-02-08;True;8.06;1;0;-2;0;0;0;0;0.8
R06107;U047;C2;W0211;C1;high;2024-02-10;True;3.06;2;2;-1;0;0;0;0;0.8
R02959;U047;C2;W0905;A1;high;2024-02-11;True;2.08;3;5;-5;0;0;0;0;0.8
R08591;U047;C2;W0023;B1;low;2024-02-12;True;4.99;1;0;-3;0;0;1;0;0.9
R03322;U047;C2;W1201;B1;high;2024-02-13;True;6.65;1;0;-3;0;0;0;0;0.9
R04939;U047;C2;W0991;A2;medium;2024-02-14;True;5.82;1;0;-4;0;0;0;0;0.9
R06785;U047;C2;W0190;A2;low;2024-02-14;True;7.44;1;0;-4;0;0;1;0;0.9
R02189;U047;C2;W0566;B2;low;2024-02-15;True;7.49;1;0;-2;0;0;1;0;0.9
R08656;U047;C2;W0190;A2;low;2024-02-15;True;4.35;2;1;-4;0;0;1;0;0.9
R02955;U047;C2;W0566;B2;low;2024-02-17;True;3.16;2;2;-2;0;0;1;0;1.0
R07294;U047;C2;W0991;A2;medium;2024-02-17;False;9.93;2;3;-4;0;0;0;0;0.9
R08548;U047;C2;W0610;C1;high;2024-02-19;True;6.91;1;0;-1;0;0;0;0;0.9
R02485;U047;C2;W1363;A2;high;2024-02-21;True;5.56;1;0;-4;0;0;0;0;0.9
R07766;U047;C2;W1473;B2;medium;2024-02-26;True;4.81;1;0;-2;0;0;0;0;0.9
R02538;U047;C2;W0006;B2;high;2024-03-03;True;5.83;1;0;-2;0;0;0;0;0.9
R07221;U047;C2;W1062;C2;high;2024-03-03;True;4.12;1;0;0;0;0;0;0;0.9
R07264;U047;C2;W1452;A2;medium;2024-03-03;False;8.88;1;0;-4;0;0;0;0;0.8
R09259;U047;C2;W0438;C1;high;2024-03-03;True;6.78;1;0;-1;0;0;0;0;0.8
R06942;U047;C2;W1267;C2;high;2024-03-06;False;9.59;1;0;0;0;0;0;0;0.7
R00038;U047;C2;W0166;A2;high;2024-03-09;True;5.06;1;0;-4;0;0;0;0;0.7
R07474;U047;C2;W0307;B1;high;2024-03-09;True;3.91;1;0;-3;0;0;0;0;0.8
R09275;U047;C2;W0293;C2;high;2024-03-10;True;3.11;1;0;0;0;0;0;0;0.8
R00632;U047;C2;W0166;A2;high;2024-03-11;True;8.01;2;2;-4;0;0;0;0;0.8
R03346;U047;C2;W1510;A1;low;2024-03-13;True;3.58;1;0;-5;0;0;1;0;0.8
R02557;U047;C2;W0166;A2;high;2024-03-16;True;5.7;3;5;-4;0;0;0;0;0.8
R02561;U047;C2;W1538;A1;high;2024-03-21;True;1.37;1;0;-5;0;0;0;0;0.8
R04377;U047;C2;W0555;A1;medium;2024-03-22;True;7.0;1;0;-5;0;0;0;0;0.9
R06402;U047;C2;W0555;A1;medium;2024-03-23;True;3.99;2;1;-5;0;0;0;0;0.9
R09851;U047;C2;W0565;B1;low;2024-03-23;True;4.79;1;0;-3;0;0;1;0;1.0
R03957;U047;C2;W1538;A1;high;2024-03-24;True;5.09;2;3;-5;0;0;0;0;1.0
R09195;U047;C2;W0136;C1;high;2024-03-25;True;5.05;1;0;-1;0;0;0;0;1.0
R09718;U047;C2;W1249;B2;high;2024-03-25;True;3.37;1;0;-2;0;0;0;0;1.0
R02229;U047;C2;W1729;B1;high;2024-03-28;True;5.58;1;0;-3;0;0;0;0;1.0
R07995;U047;C2;W0555;A1;medium;2024-03-29;True;6.01;3;6;-5;0;0;0;0;1.0
R01825;U047;C2;W0830;A2;high;2024-03-30;True;5.55;1;0;-4;0;0;0;0;1.0
R09390;U047;C2;W0525;C1;high;2024-03-30;True;6.28;1;0;-1;0;0;0;0;1.0
R04009;U047;C2;W1729;B1;high;2024-03-31;True;5.74;2;3;-3;0;0;0;0;1.0
R06838;U047;C2;W0830;A2;high;2024-03-31;True;3.55;2;1;-4;0;0;0;0;1.0
R08798;U047;C2;W0229;C2;low;2024-04-03;True;7.64;1;0;0;0;0;1;0;1.0
R00311;U047;C2;W0274;A1;high;2024-04-04;False;8.64;1;0;-5;0;0;0;0;0.9
R00536;U047;C2;W0274;A1;high;2024-04-05;True;8.62;2;1;-5;0;0;0;0;0.9
R00924;U047;C2;W1274;B2;high;2024-04-06;True;4.67;1;0;-2;0;0;0;0;0.9
R01553;U047;C2;W1274;B2;high;2024-04-07;True;3.45;2;1;-2;0;0;0;0;0.9
R03332;U047;C2;W1143;A1;low;2024-04-07;True;6.36;1;0;-5;0;0;1;0;0.9
R05333;U047;C2;W1143;A1;low;2024-04-09;True;2.67;2;2;-5;0;0;1;0;0.9
R04677;U047;C2;W0274;A1;high;2024-04-10;False;9.46;3;5;-5;0;0;0;0;0.8
R06756;U047;C2;W1343;B2;high;2024-04-10;True;2.0;1;0;-2;0;0;0;0;0.8
R08186;U047;C2;W0555;A1;medium;2024-04-11;True;4.8;4;13;-5;0;0;0;1;0.8
R08420;U047;C2;W1923;A2;high;2024-04-11;True;5.35;1;0;-4;0;0;0;0;0.8
R08331;U047;C2;W1915;C2;high;2024-04-13;True;3.37;1;0;0;0;0;0;0;0.9
R01991;U047;C2;W1274;B2;high;2024-04-14;True;3.38;3;7;-2;0;0;0;0;0.9
R08464;U047;C2;W1526;B2;high;2024-04-14;True;2.64;1;0;-2;0;0;0;0;0.9
R06411;U047;C2;W0340;C1;medium;2024-04-17;True;1.0;1;0;-1;0;0;0;0;0.9
R06895;U047;C2;W1281;A2;high;2024-04-18;True;5.32;1;0;-4;0;0;0;0;0.9
R09040;U047;C2;W0337;B2;high;2024-04-21;True;5.13;1;0;-2;0;0;0;0;0.9
R06011;U047;C2;W1274;B2;high;2024-04-24;True;5.89;4;10;-2;0;0;0;1;1.0
R08881;U047;C2;W0274;A1;high;2024-04-24;True;5.41;4;14;-5;0;0;0;1;1.0
R06094;U047;C2;W0664;B1;medium;2024-04-29;True;3.18;1;0;-3;0;0;0;0;1.0
R09457;U047;C2;W1592;A2;low;2024-04-30;True;1.34;1;0;-4;0;0;1;0;1.0
R09031;U047;C2;W0274;A1;high;2024-05-12;True;3.85;5;18;-5;0;0;0;1;1.0
R05794;U048;C2;W0171;A1;high;2024-01-03;True;7.44;1;0;-5;0;0;0;0;1.0
R01635;U048;C2;W1975;C2;low;2024-01-05;True;5.26;1;0;0;0;0;1;0;1.0
R06603;U048;C2;W0171;A1;high;2024-01-05;True;4.46;2;2;-5;0;0;0;0;1.0
R02978;U048;C2;W1975;C2;low;2024-01-07;True;4.65;2;2;0;0;0;1;0;1.0
R08630;U048;C2;W0954;C1;low;2024-01-09;False;10.22;1;0;-1;0;0;1;0;0.8
R06638;U048;C2;W1326;B2;high;2024-01-11;True;4.99;1;0;-2;0;0;0;0;0.8333333333333334
R01297;U048;C2;W0273;B1;low;2024-01-12;False;8.31;1;0;-3;0;0;1;0;0.7142857142857143
R07686;U048;C2;W1584;A1;low;2024-01-12;True;2.25;1;0;-5;0;0;1;0;0.75
R00208;U048;C2;W1795;C2;high;2024-01-13;True;4.57;1;0;0;0;0;0;0;0.7777777777777778
R04037;U048;C2;W1975;C2;low;2024-01-13;True;6.74;3;6;0;0;0;1;0;0.8
R03724;U048;C2;W0273;B1;low;2024-01-14;True;4.92;2;2;-3;0;0;1;0;0.8
R04110;U048;C2;W0149;C2;high;2024-01-14;True;5.16;1;0;0;0;0;0;0;0.8
R00447;U048;C2;W1889;C1;low;2024-01-15;False;9.69;1;0;-1;0;0;1;0;0.7
R00724;U048;C2;W1889;C1;low;2024-01-16;False;8.44;2;1;-1;0;0;1;0;0.6
R01008;U048;C2;W0952;A2;high;2024-01-17;True;2.82;1;0;-4;0;0;0;0;0.7
R05153;U048;C2;W0149;C2;high;2024-01-17;True;5.9;2;3;0;0;0;0;0;0.7
R03359;U048;C2;W1419;A2;medium;2024-01-21;True;2.98;1;0;-4;0;0;0;0;0.8
R05522;U048;C2;W0149;C2;high;2024-01-24;True;6.32;3;7;0;0;0;0;0;0.8
R02325;U048;C2;W0240;A1;high;2024-01-25;True;3.26;1;0;-5;0;0;0;0;0.8
R01067;U048;C2;W0640;B1;high;2024-01-26;True;3.37;1;0;-3;0;0;0;0;0.8
R07102;U048;C2;W1975;C2;low;2024-01-26;False;6.45;4;13;0;0;0;1;1;0.7
R02346;U048;C2;W0240;A1;high;2024-01-27;True;3.68;2;2;-5;0;0;0;0;0.7
R01080;U048;C2;W0640;B1;high;2024-01-29;True;3.87;2;3;-3;0;0;0;0;0.8
R05016;U048;C2;W1848;A2;low;2024-01-30;True;4.99;1;0;-4;0;0;1;0;0.9
R08051;U048;C2;W0530;C2;medium;2024-01-30;False;7.76;1;0;0;0;0;0;0;0.8
R00378;U048;C2;W0186;C2;high;2024-01-31;False;8.83;1;0;0;0;0;0;0;0.7
R04073;U048;C2;W0240;A1;high;2024-02-03;True;5.41;3;7;-5;0;0;0;0;0.7
R07292;U048;C2;W0186;C2;high;2024-02-03;False;6.06;2;3;0;0;0;0;0;0.6
R04672;U048;C2;W1694;A2;high;2024-02-06;True;6.16;1;0;-4;0;0;0;0;0.6
R04261;U048;C2;W0843;C1;high;2024-02-07;True;8.21;1;0;-1;0;0;0;0;0.6
R07855;U048;C2;W0186;C2;high;2024-02-09;False;9.04;3;6;0;0;0;0;0;0.6
R04158;U048;C2;W1543;B2;medium;2024-02-11;True;3.66;1;0;-2;0;0;0;0;0.6
R04284;U048;C2;W1543;B2;medium;2024-02-12;True;4.23;2;1;-2;0;0;0;0;0.6
R02342;U048;C2;W0673;C2;medium;2024-02-14;True;6.69;1;0;0;0;0;0;0;0.6
R02387;U048;C2;W1199;A2;low;2024-02-14;True;6.55;1;0;-4;0;0;1;0;0.7
R04093;U048;C2;W1419;A2;medium;2024-02-15;True;8.58;6;25;-4;0;0;0;1;0.8
R08871;U048;C2;W1199;A2;low;2024-02-15;True;3.08;2;1;-4;0;0;1;0;0.8
R00141;U048;C2;W0425;C1;medium;2024-02-16;True;4.66;1;0;-1;0;0;0;0;0.9
R01015;U048;C2;W0425;C1;medium;2024-02-17;False;7.83;2;1;-1;0;0;0;0;0.8
R04004;U048;C2;W0673;C2;medium;2024-02-17;True;3.46;2;3;0;0;0;0;0;0.8
R09630;U048;C2;W0240;A1;high;2024-02-17;False;8.06;4;14;-5;0;0;0;1;0.8
R08530;U048;C2;W1543;B2;medium;2024-02-18;True;4.37;3;6;-2;0;0;0;0;0.8
R05352;U048;C2;W0017;B1;high;2024-02-19;True;4.64;1;0;-3;0;0;0;0;0.8
R07885;U048;C2;W0186;C2;high;2024-02-19;True;5.67;4;10;0;0;0;0;1;0.8
R00962;U048;C2;W1574;C2;medium;2024-02-22;True;6.71;1;0;0;0;0;0;0;0.8
R04841;U048;C2;W1612;A1;high;2024-02-22;True;4.91;1;0;-5;0;0;0;0;0.8
R06537;U048;C2;W1884;B1;high;2024-02-22;True;6.08;1;0;-3;0;0;0;0;0.8
R07960;U048;C2;W1631;C2;high;2024-02-23;True;5.76;1;0;0;0;0;0;0;0.8
R03279;U048;C2;W0425;C1;medium;2024-02-24;True;5.68;3;7;-1;0;0;0;0;0.9
R06968;U048;C2;W0673;C2;medium;2024-02-24;False;8.05;3;7;0;0;0;0;0;0.8
R01057;U048;C2;W1574;C2;medium;2024-02-25;True;4.89;2;3;0;0;0;0;0;0.9
R08649;U048;C2;W1612;A1;high;2024-02-25;True;5.6;2;3;-5;0;0;0;0;0.9
R07354;U048;C2;W1467;B2;medium;2024-02-26;True;3.25;1;0;-2;0;0;0;0;0.9
R00988;U048;C2;W0559;A2;medium;2024-02-27;True;8.45;1;0;-4;0;0;0;0;0.9
R09500;U048;C2;W1340;C1;high;2024-02-28;True;3.68;1;0;-1;0;0;0;0;0.9
R01527;U048;C2;W0559;A2;medium;2024-02-29;True;5.69;2;2;-4;0;0;0;0;0.9
R01819;U048;C2;W1574;C2;medium;2024-03-01;True;7.19;3;5;0;0;0;0;0;0.9
R08274;U048;C2;W1355;B2;medium;2024-03-04;True;4.13;1;0;-2;0;0;0;0;0.9
R02746;U048;C2;W0559;A2;medium;2024-03-05;False;7.05;3;5;-4;0;0;0;0;0.8
R04136;U048;C2;W0425;C1;medium;2024-03-06;False;8.18;4;11;-1;0;0;0;1;0.8
R08314;U048;C2;W1559;A1;medium;2024-03-07;True;1.52;1;0;-5;0;0;0;0;0.8
R03448;U048;C2;W0850;A2;medium;2024-03-09;True;4.06;1;0;-4;0;0;0;0;0.8
R07094;U048;C2;W0848;A2;high;2024-03-10;False;8.57;1;0;-4;0;0;0;0;0.7
R02429;U048;C2;W1574;C2;medium;2024-03-11;False;8.37;4;10;0;0;0;0;1;0.6
R07154;U048;C2;W1419;A2;medium;2024-03-11;False;7.07;7;25;-4;0;0;0;1;0.5
R08652;U048;C2;W1967;C2;high;2024-03-13;True;1.68;1;0;0;0;0;0;0;0.5
R01138;U048;C2;W0791;A1;medium;2024-03-14;True;6.22;1;0;-5;0;0;0;0;0.5
R08404;U048;C2;W0304;B2;high;2024-03-15;True;5.4;1;0;-2;0;0;0;0;0.5
R01794;U048;C2;W0889;A2;medium;2024-03-16;True;5.28;1;0;-4;0;0;0;0;0.6
R02530;U048;C2;W1429;B1;medium;2024-03-16;True;5.24;1;0;-3;0;0;0;0;0.7
R09120;U048;C2;W1967;C2;high;2024-03-16;True;5.69;2;3;0;0;0;0;0;0.7
R03227;U048;C2;W0889;A2;medium;2024-03-18;False;6.97;2;2;-4;0;0;0;0;0.6
R04265;U048;C2;W0126;B2;high;2024-03-19;True;4.11;1;0;-2;0;0;0;0;0.7
R07095;U048;C2;W0559;A2;medium;2024-03-19;False;10.28;4;14;-4;0;0;0;1;0.7
R07923;U048;C2;W1225;A1;high;2024-03-20;True;5.71;1;0;-5;0;0;0;0;0.8
R06092;U048;C2;W0602;B2;high;2024-03-21;True;5.93;1;0;-2;0;0;0;0;0.8
R09865;U048;C2;W1225;A1;high;2024-03-21;True;5.54;2;1;-5;0;0;0;0;0.8
R09519;U048;C2;W0602;B2;high;2024-03-22;True;4.0;2;1;-2;0;0;0;0;0.8
R04837;U048;C2;W0889;A2;medium;2024-03-23;True;6.65;3;5;-4;0;0;0;0;0.8
R05380;U048;C2;W0425;C1;medium;2024-03-24;False;10.5;5;18;-1;0;0;0;1;0.7
R00039;U048;C2;W1419;A2;medium;2024-03-26;True;2.2;1;0;-4;0;0;0;0;0.7
R00056;U048;C2;W1419;A2;medium;2024-03-27;True;6.86;2;1;-4;0;0;0;0;0.8
R03538;U048;C2;W1576;A1;low;2024-03-27;False;6.55;1;0;-5;0;0;1;0;0.7
R06763;U048;C2;W1576;A1;low;2024-03-28;True;4.77;2;1;-5;0;0;1;0;0.8
R08536;U048;C2;W0738;C1;medium;2024-03-28;True;6.3;1;0;-1;0;0;0;0;0.8
R09646;U048;C2;W0738;C1;medium;2024-03-30;True;5.03;2;2;-1;0;0;0;0;0.8
R03230;U048;C2;W1144;A1;high;2024-04-01;True;4.28;1;0;-5;0;0;0;0;0.8
R07341;U048;C2;W0427;A1;low;2024-04-01;True;5.91;1;0;-5;0;0;1;0;0.8
R00384;U048;C2;W1419;A2;medium;2024-04-02;True;3.56;3;6;-4;0;0;0;0;0.8
R01441;U048;C2;W1174;C1;high;2024-04-02;True;6.06;1;0;-1;0;0;0;0;0.9
R05844;U048;C2;W1144;A1;high;2024-04-02;True;5.66;2;1;-5;0;0;0;0;0.9
